"cluster","rank","gene","score","pval","pval_adj","logfc"
"0",26,"OCIAD2",1.3619541098282,2.09333987541461e-34,2.8708063051436e-30,1.3619541098282
"0",27,"SLC2A3",1.35367285656213,1.77419735486245e-25,2.43313425245836e-21,1.35367285656213
"0",28,"LCK",1.32538334557717,8.12074224353123e-61,1.11367859127787e-56,1.32538334557717
"0",29,"GIMAP5",1.32333145482826,7.85944664456557e-49,1.07784451283572e-44,1.32333145482826
"0",30,"RHOH",1.29260154034555,8.20538157815579e-37,1.12528602962828e-32,1.29260154034555
"0",31,"C12orf57",1.23961024727909,1.89162840757489e-33,2.5941791981482e-29,1.23961024727909
"0",32,"IL32",1.16312821294471,6.09967123188961e-117,8.36508912741342e-113,1.16312821294471
"0",33,"AES",1.15533495359828,9.24030573833951e-65,1.26721552895588e-60,1.15533495359828
"0",34,"TMEM66",1.13130987049632,1.67458880507136e-94,2.29653108727487e-90,1.13130987049632
"0",35,"ACAP1",1.11733308098742,1.94655815504289e-35,2.66950985382581e-31,1.11733308098742
"0",36,"NDFIP1",1.11125652247145,5.53676159757713e-26,7.59311485491728e-22,1.11125652247145
"0",37,"PSIP1",1.07534505181255,6.49324506355176e-21,8.90483628015488e-17,1.07534505181255
"0",38,"ARHGAP15",1.03916323333936,1.10615162690124e-26,1.51697634113236e-22,1.03916323333936
"0",39,"GYPC",1.03235233419896,4.40113916018437e-25,6.03572224427684e-21,1.03235233419896
"0",40,"MZT2A",1.02373908419371,7.00255045219056e-19,9.60329769013414e-15,1.02373908419371
"0",41,"JUNB",1.00063974037387,6.68016259005912e-97,9.16117497600708e-93,1.00063974037387
"0",42,"CD7",0.98005303269056,1.77048754460216e-60,2.4280466186674e-56,0.98005303269056
"0",43,"TMEM123",0.966960764662677,1.60805147782939e-43,2.20528179669522e-39,0.966960764662677
"0",44,"RPS29",0.9439489586054,9.450600034878e-147,1.29605528878317e-142,0.9439489586054
"0",45,"EVL",0.939600377016721,5.78617238547712e-48,7.93515680944332e-44,0.939600377016721
"0",46,"NPM1",0.935217203632696,4.13704598682922e-100,5.67354486633759e-96,0.935217203632696
