index,palantir_pseudotime,palantir_entropy,cluster,fate_Ery,fate_Lymph,fate_DC,fate_Mono
Run4_122514677619036,0.1737320269159457,1.3009554878292005,1,0.3014647369992929,0.10960453146609733,0.2129256568321546,0.37600507470246697
Run4_122514692500702,0.0817089321929823,1.312309963455798,0,0.3023560484465928,0.12101924467540087,0.20904481651272006,0.36757989036529726
Run4_122514723751852,0.4881640923012398,1.1364852700635564,3,0.15979670828717904,0.051986459373887434,0.2633708563663184,0.5248459759726206
Run4_125042399558901,0.4111307591934717,1.2338782484532689,1,0.22738325384766,0.0731032721868555,0.24977421800745878,0.44973925595803327
Run4_125042400315742,0.3741056154873059,1.2438786350044306,1,0.23709440757686379,0.07666140330954811,0.24523284019507174,0.44101134891852395
Run4_125042414278451,0.4716516154442127,1.152377451565299,7,0.14200376395205574,0.047027998468212644,0.3898273742407431,0.4211408633389917
Run4_125042414733164,0.6393709921704951,0.7640869847673828,2,0.7672974631889067,0.029822472265357294,0.07287352407436568,0.13000654047139054
Run4_125042426763101,0.030899944087978276,1.31399756685318,0,0.3014946253958187,0.12283642791441482,0.20878368402092434,0.3668852626688525
Run4_125042445641635,0.5695290685031826,1.1176149244887736,6,0.14298568271874723,0.04689521584549714,0.28503026097686857,0.5250888404588909
Run4_125197018315102,0.5473945397399974,1.1272940874191006,4,0.15377886609212935,0.05014576036168613,0.26686606211264496,0.529209311433544
Run4_125197033818014,0.5866584143459211,1.0362795602903714,6,0.1197021170310707,0.039337616698999656,0.2470983315902681,0.593861934679666
Run4_125197045586333,0.7008444017835797,0.6335352985195944,6,0.05507428478687573,0.01812945482892256,0.10657699817163582,0.8202192622125712
Run4_125197046212445,0.4633263878022165,1.2289744684621495,4,0.22268450597759196,0.0714804272909216,0.2520608694775361,0.45377419725395773
Run4_125197046434094,0.0840317143961954,1.3121602372340377,0,0.3023477521542659,0.12085919737686739,0.20909768096545472,0.36769536950342274
Run4_125239714305827,0.9654555866313704,0.029440810217197487,8,0.9960687816639565,0.0,0.0,0.0
Run4_125239714765020,0.8013841574954771,0.20258126317175437,3,0.012166775661013485,0.0,0.02344905289621909,0.9603789798913965
Run4_125239745961379,0.6866991012342589,0.6052203871366538,3,0.05168407959599772,0.01701397992549452,0.09949966386285733,0.8318022766156552
Run4_125239746509676,0.035818233726107,1.313898119765159,0,0.3015588435894013,0.12272846368203577,0.20879457024109754,0.36691812248747624
Run4_125247350487987,0.5367516180669222,0.8974242611027371,2,0.6994931428858746,0.03851672507124864,0.09410597539455358,0.16788415664834638
Run4_125247350523828,0.2892542059075203,1.1957572288407434,2,0.4763942498267035,0.07115382621133004,0.16285671039981256,0.2895952135621714
Run4_125247364709155,0.15458921856376495,1.302730286961145,1,0.3033512366745366,0.11128226749268852,0.2117286258066903,0.3736378700260966
Run4_125247364970933,0.5581215181928758,0.883699793184891,2,0.7070302995822917,0.03751717111684078,0.0917547677107166,0.1636977615901736
Run4_125247377566965,0.6495054015887954,0.21047978110636512,5,0.012556782429719837,0.9601211817106681,0.010252416024992978,0.017069619834620037
Run4_125677920545627,0.021816214044650898,1.3141087783372924,0,0.3014224076124213,0.12295730728391624,0.20877160816222515,0.3668486769414476
Run4_125677920769780,0.6072267528805881,0.5475842834280619,5,0.04320821890201712,0.8627759364317468,0.03527883344628177,0.05873701121995698
Run4_125677920967478,0.6180573148694564,0.4678702413452647,5,0.03493117941119222,0.8890628101442394,0.02852076043986504,0.04748525000470527
Run4_125677920970611,0.15691774538652495,1.3024317666400278,1,0.3034445870729691,0.11099380084071347,0.21178469006107345,0.37377692202525625
Run4_125677921254187,0.4433265613753169,1.2300887543670267,4,0.223808258542642,0.07185210486489765,0.25143635547454307,0.45290328111792477
Run4_125677921266413,0.029934505581869733,1.3140243584878475,0,0.3014772501127865,0.12286553469090152,0.20878077124300867,0.3668764439533134
Run4_125677947799403,0.45784673198938763,1.2288655072141152,4,0.2226696953972182,0.07146700501059255,0.251935764286902,0.4539275353052948
Run4_125677966585070,0.26656938722677737,1.2112441218248753,0,0.45940041642036333,0.07454060532554088,0.16783042036053306,0.2982285578935803
Run4_125677967206756,0.29077499501389925,1.268113216739034,1,0.2607327166432196,0.08751757080491844,0.23386795423792694,0.4178817583139448
Run4_125719945276334,0.1446645829629386,1.303818871901221,1,0.30373652652240324,0.11233916946606497,0.21126239871727553,0.3726619052942681
Run4_125719945333155,0.559514505624559,0.8842028331513727,2,0.7067949760438115,0.03760192486341602,0.09181361644313049,0.1637894826496655
Run4_125719976725363,0.3860190876856334,1.2403012706291099,4,0.2338215160620351,0.07531703638490123,0.24669178279004747,0.4441696647630244
Run4_125719977541037,0.594896635451445,1.020922508005798,7,0.09621782552811482,0.03244072335074572,0.5658932188135243,0.3054482323076146
Run4_125719977548197,0.5553438838639426,1.0658165001362407,7,0.10654590806127925,0.03574138979305328,0.5164017998249268,0.3413109023207405
Run4_125728252684085,0.5952853151149595,1.030017171545142,6,0.12187709502900645,0.03997722252161474,0.23449640554824103,0.6036492769011428
Run4_125728252905323,0.08555060722098203,1.3119600812375247,0,0.3024091063913103,0.12064601308872454,0.20914241108196246,0.36780246943801376
Run4_125728266829044,0.08202380249660526,1.312285333516431,0,0.302290363135246,0.12099257623453921,0.2090764374588015,0.36764062317142454
Run4_125728267127014,0.6717659348472653,0.6310049743297647,3,0.05490325346459122,0.01807373153388431,0.10566997631004268,0.821353038691487
Run4_125728267327389,0.47291322035295963,1.2293154953081495,4,0.22291566371745086,0.07156628813031746,0.25209165448434295,0.45342639366789633
Run4_125728298232628,0.48213440969748605,1.1270429970954134,3,0.15514569850529347,0.05059628413217465,0.26255289111951996,0.5317051262430172
Run4_125745298098036,0.4937837661652422,0.9445469479472801,2,0.6724132995316663,0.042120949491376035,0.10254997963682311,0.18291577134015924
Run4_125745298291501,0.4440107703659296,1.2300495525693111,4,0.2236540201469609,0.07181352922913642,0.251675474902401,0.4528569757215095
Run4_125745325263726,0.6943977157239772,0.10681967522622561,5,0.0,0.9825310427982148,0.0,0.0
Run4_125745343944941,0.6825432401205631,0.10777651924061857,5,0.0,0.9823434463736903,0.0,0.0
Run4_125745344199091,0.45786231397508814,1.2153798086316363,6,0.21177697666503892,0.06795042898268346,0.25415162000129377,0.4661209743509914
Run4_126132128005486,0.34686229860917955,1.2542588986657548,1,0.24729999259804838,0.08084015420455617,0.24048875281852267,0.43137110037888043
Run4_126132128200630,0.44055935131750124,1.2229483508109156,4,0.20941188305470604,0.06773888200575018,0.2717935547092739,0.4510556802302767
Run4_126132128500452,0.0927355610883957,1.311220279027576,0,0.30256943695803395,0.11986171580383291,0.20933016957157602,0.3682386776665686
Run4_126132128800156,0.6757114220985899,0.1103061972801223,5,0.0,0.9818455661186257,0.0,0.0
Run4_126132141381982,0.4131505390798416,1.2349453433563649,4,0.22851725850439508,0.07346880448611935,0.2491534807783025,0.4488604562311914
Run4_126132159462771,0.7148764468569865,0.596939051721633,2,0.8381075855071854,0.020747609891675463,0.05069851753845295,0.09044628706270147
Run4_126149051926902,0.4753076443771609,1.229346813406819,4,0.22298521014853692,0.0715860612012021,0.2519987526474915,0.4534299760027777
Run4_126149052745526,0.4876368928903287,0.946108602130411,2,0.6714796968688249,0.04224314208286929,0.10284165627182532,0.18343550477650528
Run4_126149071067430,0.4512323050699417,1.217455584245478,6,0.21353945593547885,0.06848223861659263,0.2536149825168539,0.464363322931082
Run4_126149071162742,0.4475851433301558,1.229076600428719,4,0.22296651773354983,0.07155327169273977,0.25166504420355507,0.4538151663701632
Run4_126218818148142,0.6737891769476999,0.1120669546096324,5,0.0,0.9814973906531728,0.0,0.0
Run4_126218818710238,0.9975079620976859,0.02943887192547273,8,0.9960690804581553,0.0,0.0,0.0
Run4_126218832627933,0.055330311355236764,1.3144360678057487,0,0.30118720078996636,0.12331387661610711,0.20874383590584816,0.3667550866880894
Run4_126218845501230,0.14397286426827577,1.3399425235092945,0,0.2781339856012327,0.15667117380861356,0.20670462388508842,0.3584902167050753
Run4_126218845961141,0.14028006786010075,1.3043414612110098,0,0.3037999005402177,0.1128516484249193,0.2110801312501683,0.37226831978470637
Run4_126218845964661,0.0494525153514968,1.3135310165183216,0,0.30178870978529615,0.12233093804883229,0.2088369918394259,0.367043360326457
Run4_126218864355163,0.66544890478276,0.7842129779738991,6,0.07539257366555746,0.02481129918952376,0.14822497332797618,0.7515711538169478
