MMRStatusTumor,B,Epi,Mast,Myeloid,Plasma,Strom,TNKILC
MMRd,0.04425878320479863,0.37934875749785774,0.008397600685518423,0.17832047986289631,0.029477292202227934,0.03980291345329906,0.3203941730934019
MMRp,0.07266997123799034,0.2654366317850805,0.015666115904779388,0.15369316443302122,0.266813536503274,0.06618322012116762,0.159537360014687
