"cell","samples","orig.ident","lineage","ExclusionScore"
"cy102_CD45pos_S264","Mel102","cy102","NK",-0.293328317601978
"cy102_CD45neg_CD90neg_S303","Mel102","cy102","Malignant",0.304445636966773
"cy102_CD45neg_CD90neg_S333","Mel102","cy102","Malignant",0.368147207657791
"cy102_CD45pos_S277","Mel102","cy102","T_cell",-0.20490407961599
"cy102_CD45pos_S257","Mel102","cy102","T_cell",-0.210121824216764
"cy102_CD45pos_S231","Mel102","cy102","B_cell",-0.197408894812308
"cy112_CD45neg_CD90neg_S132","Mel112","cy112","CAF",0.537312490511668
"cy102_CD45neg_CD90neg_S297","Mel102","cy102","Malignant",0.427383529753732
"cy102_CD45neg_CD90neg_S326","Mel102","cy102","Malignant",0.540595966793024
"cy102_CD45pos_S251","Mel102","cy102","Myeloid",-0.263940131771071
"cy102_CD45neg_CD90neg_S321","Mel102","cy102","Malignant",0.446370995465174
"cy106_CD45pos_S277","Mel106","cy106","B_cell",-0.168885967698738
"cy106_CD45pos_S199","Mel106","cy106","B_cell",-0.137308772728133
"cy105_CD45pos_calceinpos_S21","Mel105","cy105","Endothelial",-0.0763883080964287
"cy106_CD45neg_CD90neg_S363_10","Mel106","cy106","CAF",-0.187990487781319
"cy105_CD45pos_calceinpos_S20","Mel105","cy105","B_cell",-0.146714964923624
"cy106_CD45pos_S220","Mel106","cy106","B_cell",-0.27531232374656
"cy106_CD45pos_S239","Mel106","cy106","B_cell",-0.159952771720553
"cy105_CD45pos_calceinpos_S13","Mel105","cy105","T_cell",-0.229511068006369
"cy105_CD45pos_calceinpos_S94","Mel105","cy105","B_cell",-0.23208984947294
"cy106_CD45neg_CD90neg_S309_11","Mel106","cy106","CAF",-0.221132758177528
"cy106_CD45neg_CD90neg_S378_12","Mel106","cy106","CAF",-0.177288314210318
"cy106_CD45pos_S263","Mel106","cy106","Endothelial",-0.198721518182363
"cy106_CD45pos_S227","Mel106","cy106","B_cell",-0.149074091478805
"cy106_CD45neg_CD90neg_S333","Mel106","cy106","CAF",-0.134829748755313
"cy105_CD45pos_calceinpos_S88","Mel105","cy105","B_cell",-0.219925699024356
"cy105_CD45pos_calceinpos_S80","Mel105","cy105","Myeloid",-0.180426322867365
"cy106_CD45pos_S194","Mel106","cy106","B_cell",-0.139530049748783
"cy106_CD45neg_CD90neg_S304","Mel106","cy106","CAF",-0.168568445278848
"cy105_CD45pos_calceinpos_S54","Mel105","cy105","T_cell",-0.083086934105535
"cy105_CD45pos_calceinpos_S15","Mel105","cy105","Myeloid",-0.183776533628436
"cy105_CD45neg_calceinpos_S152","Mel105","cy105","Endothelial",-0.0717410353031602
"cy105_CD45pos_calceinpos_S16","Mel105","cy105","T_cell",-0.214464456700167
"cy106_CD45pos_S213","Mel106","cy106","B_cell",-0.142144116031866
"cy106_CD45pos_S280","Mel106","cy106","T_cell",-0.197233969360273
"cy105_CD45pos_calceinpos_S90","Mel105","cy105","T_cell",-0.181670254123147
"cy105_CD45pos_calceinpos_S41","Mel105","cy105","B_cell",-0.157581355557772
"cy105_CD45pos_calceinpos_S71","Mel105","cy105","B_cell",-0.191400074018519
"cy105_CD45neg_calceinpos_S179","Mel105","cy105","Endothelial",-0.169882942228756
"cy105_CD45pos_calceinpos_S9","Mel105","cy105","CAF",-0.0920384247299453
"cy105_CD45pos_calceinpos_S61","Mel105","cy105","CAF",-0.18247473996346
"cy106_CD45neg_CD90neg_S369","Mel106","cy106","CAF",-0.186662584018259
"cy106_CD45pos_S211","Mel106","cy106","T_cell",-0.111672978532908
"cy106_CD45pos_S269","Mel106","cy106","T_cell",-0.175626411459805
"cy106_CD45neg_CD90neg_S322","Mel106","cy106","CAF",-0.16114209050496
"cy105_CD45pos_calceinpos_S4","Mel105","cy105","NK",-0.234031419781728
"cy106_CD45neg_CD90neg_S330","Mel106","cy106","CAF",-0.151140017900753
"cy106_CD45neg_CD90neg_S316","Mel106","cy106","CAF",-0.234821561427345
"cy105_CD45pos_calceinpos_S75","Mel105","cy105","T_cell",-0.220718793720754
"cy105_CD45pos_calceinpos_S49","Mel105","cy105","T_cell",-0.184147475349754
"cy105_CD45pos_calceinpos_S3","Mel105","cy105","CAF",-0.109031606354072
"cy106_CD45pos_S261","Mel106","cy106","CAF",-0.231894537978844
"cy105_CD45pos_calceinpos_S76","Mel105","cy105","CAF",-0.223956113130743
"cy106_CD45pos_S237","Mel106","cy106","B_cell",-0.140682536436957
"cy105_CD45pos_calceinpos_S95","Mel105","cy105","T_cell",-0.141891341259417
"cy105_CD45pos_calceinpos_S45","Mel105","cy105","CAF",-0.215029195946706
"cy105_CD45pos_calceinpos_S6","Mel105","cy105","CAF",-0.167434083795669
"cy106_CD45pos_S256","Mel106","cy106","T_cell",-0.215574904857406
"cy105_CD45pos_calceinpos_S33","Mel105","cy105","T_cell",-0.210543189140943
"cy105_CD45pos_calceinpos_S89","Mel105","cy105","Myeloid",-0.150959522995381
"cy105_CD45pos_calceinpos_S93","Mel105","cy105","Myeloid",-0.129003756560846
"cy106_CD45neg_CD90neg_S292","Mel106","cy106","CAF",-0.182109588582125
"cy105_CD45pos_calceinpos_S77","Mel105","cy105","T_cell",-0.127217658407496
"cy106_CD45pos_S216","Mel106","cy106","T_cell",-0.0759530326235991
"cy105_CD45pos_calceinpos_S73","Mel105","cy105","T_cell",-0.246374387060162
"cy105_CD45neg_calceinpos_S192","Mel105","cy105","Endothelial",-0.0256827854327524
"cy105_CD45pos_calceinpos_S82","Mel105","cy105","CAF",-0.174573021598713
"cy105_CD45pos_calceinpos_S37","Mel105","cy105","T_cell",-0.194408440010683
"cy106_CD45neg_CD90neg_S355","Mel106","cy106","CAF",-0.276003320840272
"cy106_CD45pos_S234","Mel106","cy106","B_cell",-0.0676069847023515
"cy105_CD45pos_calceinpos_S31","Mel105","cy105","NK",-0.211454576516821
"cy105_CD45pos_calceinpos_S14","Mel105","cy105","T_cell",-0.196100559560275
"cy105_CD45neg_calceinpos_S190","Mel105","cy105","Endothelial",-0.137261825208567
"cy105_CD45pos_calceinpos_S92","Mel105","cy105","B_cell",-0.255772785179954
"cy105_CD45pos_calceinpos_S23","Mel105","cy105","T_cell",-0.210892260783861
"cy105_CD45pos_calceinpos_S53","Mel105","cy105","Myeloid",-0.1899428572068
"cy106_CD45pos_S197","Mel106","cy106","T_cell",-0.155698861201929
"cy105_CD45neg_calceinpos_S132","Mel105","cy105","Endothelial",-0.101844735062395
"cy106_CD45neg_CD90neg_S336","Mel106","cy106","CAF",-0.114129798664495
"cy106_CD45pos_S285","Mel106","cy106","Endothelial",-0.150344343288655
"cy106_CD45pos_S231","Mel106","cy106","CAF",-0.194846165274973
"cy105_CD45pos_calceinpos_S69","Mel105","cy105","Myeloid",-0.162011817306543
"cy106_CD45neg_CD90neg_S317","Mel106","cy106","CAF",-0.207038449191387
"cy105_CD45pos_calceinpos_S27","Mel105","cy105","T_cell",-0.11965263928154
"cy105_CD45pos_calceinpos_S84","Mel105","cy105","B_cell",-0.207767311212794
"cy105_CD45pos_calceinpos_S60","Mel105","cy105","T_cell",-0.275481323301209
"cy105_CD45pos_calceinpos_S8","Mel105","cy105","B_cell",-0.198778567279129
"cy105_CD45pos_calceinpos_S42","Mel105","cy105","Endothelial",-0.226905859283636
"cy106_CD45neg_CD90neg_S321","Mel106","cy106","CAF",-0.203667671932429
"cy106_CD45neg_CD90neg_S289_13","Mel106","cy106","CAF",-0.137340382639338
"cy105_CD45pos_calceinpos_S28","Mel105","cy105","B_cell",-0.211742953412307
"cy105_CD45neg_calceinpos_S189","Mel105","cy105","CAF",-0.168632805568832
"cy105_CD45pos_calceinpos_S38","Mel105","cy105","B_cell",-0.276279325842685
"cy105_CD45pos_calceinpos_S26","Mel105","cy105","T_cell",-0.224913161509617
"cy105_CD45pos_calceinpos_S2","Mel105","cy105","T_cell",-0.190977652698828
"cy106_CD45pos_S275","Mel106","cy106","T_cell",-0.153785878361409
"cy105_CD45neg_calceinpos_S118","Mel105","cy105","Myeloid",-0.0799724844889996
"cy105_CD45pos_calceinpos_S19","Mel105","cy105","T_cell",-0.202168481659161
"cy106_CD45neg_CD90neg_S300","Mel106","cy106","CAF",-0.193409161760509
"cy105_CD45pos_calceinpos_S25","Mel105","cy105","T_cell",-0.275554281663678
"cy105_CD45pos_calceinpos_S91","Mel105","cy105","B_cell",-0.151715517532981
"cy106_CD45pos_S260","Mel106","cy106","Endothelial",-0.213981159189029
"cy105_CD45pos_calceinpos_S59","Mel105","cy105","Endothelial",-0.25556968409374
"cy106_CD45pos_S283","Mel106","cy106","B_cell",-0.206417276394912
"cy105_CD45pos_calceinpos_S78","Mel105","cy105","CAF",-0.0646876148093432
"cy105_CD45pos_calceinpos_S7","Mel105","cy105","Endothelial",-0.247963627191233
"cy106_CD45pos_S254","Mel106","cy106","B_cell",-0.183091540209436
"cy105_CD45pos_calceinpos_S66","Mel105","cy105","T_cell",-0.19945287699375
"cy106_CD45pos_S273","Mel106","cy106","B_cell",-0.232677580074735
"cy106_CD45pos_S222","Mel106","cy106","B_cell",-0.202994835704458
"cy105_CD45pos_calceinpos_S79","Mel105","cy105","T_cell",-0.236076060940296
"cy106_CD45pos_S210","Mel106","cy106","B_cell",-0.197528083569211
"cy106_CD45neg_CD90neg_S313","Mel106","cy106","CAF",-0.147854997780271
"cy105_CD45pos_calceinpos_S81","Mel105","cy105","CAF",-0.230150035423343
"cy105_CD45pos_calceinpos_S64","Mel105","cy105","T_cell",-0.166980093541979
"cy106_CD45neg_CD90neg_S365_14","Mel106","cy106","CAF",-0.231332681663052
"cy105_CD45neg_calceinpos_S130","Mel105","cy105","Endothelial",-0.149499668670835
"cy106_CD45pos_S235","Mel106","cy106","B_cell",-0.215731365841527
"cy106_CD45neg_CD90neg_S357_15","Mel106","cy106","CAF",-0.163081918333499
"cy105_CD45pos_calceinpos_S11","Mel105","cy105","T_cell",-0.247594359071893
"cy105_CD45neg_calceinpos_S182","Mel105","cy105","Endothelial",-0.200105420031193
"cy105_CD45pos_calceinpos_S56","Mel105","cy105","T_cell",-0.194017296282495
"cy106_CD45pos_S208","Mel106","cy106","B_cell",-0.209221716076251
"cy106_CD45neg_CD90neg_S354","Mel106","cy106","CAF",-0.187616628998103
"cy105_CD45pos_calceinpos_S40","Mel105","cy105","Endothelial",-0.133153866444035
"cy106_CD45pos_S282","Mel106","cy106","T_cell",-0.175823987801713
"cy105_CD45pos_calceinpos_S5","Mel105","cy105","T_cell",-0.130161826132385
"cy105_CD45pos_calceinpos_S96","Mel105","cy105","T_cell",-0.183484503102573
"cy106_CD45pos_S230","Mel106","cy106","B_cell",-0.199789335211264
"cy105_CD45neg_calceinpos_S191","Mel105","cy105","Endothelial",-0.122848033698167
"cy105_CD45pos_calceinpos_S50","Mel105","cy105","B_cell",-0.138564367930375
"cy106_CD45pos_S248","Mel106","cy106","B_cell",-0.216332034991628
"cy105_CD45pos_calceinpos_S52","Mel105","cy105","Endothelial",-0.132662795213541
"cy105_CD45neg_calceinpos_S131","Mel105","cy105","Endothelial",-0.202976525719237
"cy105_CD45pos_calceinpos_S39","Mel105","cy105","T_cell",-0.217381610164707
"cy105_CD45pos_calceinpos_S17","Mel105","cy105","T_cell",-0.174812245066716
"cy106_CD45pos_S264","Mel106","cy106","Endothelial",-0.15678715901104
"cy105_CD45pos_calceinpos_S87","Mel105","cy105","T_cell",-0.231124339755055
"cy105_CD45pos_calceinpos_S29","Mel105","cy105","T_cell",-0.108776986334267
"cy105_CD45pos_calceinpos_S51","Mel105","cy105","T_cell",-0.137443843176351
"cy105_CD45pos_calceinpos_S1","Mel105","cy105","T_cell",-0.181688695214133
"cy105_CD45neg_calceinpos_S108","Mel105","cy105","Myeloid",-0.142579550143973
"cy106_CD45pos_S252","Mel106","cy106","Endothelial",-0.16469376200239
"cy106_CD45neg_CD90neg_S380","Mel106","cy106","CAF",-0.263724699874214
"cy105_CD45pos_calceinpos_S86","Mel105","cy105","T_cell",-0.218410760189532
"cy106_CD45pos_S242","Mel106","cy106","B_cell",-0.258353441778826
"cy105_CD45pos_calceinpos_S18","Mel105","cy105","T_cell",-0.214825113203705
"cy106_CD45neg_CD90neg_S350","Mel106","cy106","CAF",-0.165710389341382
"cy106_CD45neg_CD90neg_S344_16","Mel106","cy106","CAF",-0.0594686790113543
"cy106_CD45pos_S215","Mel106","cy106","Myeloid",-0.0856481024417015
"cy106_CD45pos_S193","Mel106","cy106","T_cell",-0.25646595379705
"cy105_CD45pos_calceinpos_S70","Mel105","cy105","T_cell",-0.24837443358674
"cy106_CD45pos_S262","Mel106","cy106","B_cell",-0.131784848966391
"cy106_CD45neg_CD90neg_S306_17","Mel106","cy106","Myeloid",-0.107833871135588
"cy106_CD45pos_S249","Mel106","cy106","T_cell",-0.145512203424137
"cy106_CD45pos_S251","Mel106","cy106","Endothelial",-0.192744679971694
"cy106_CD45pos_S250","Mel106","cy106","B_cell",-0.13954733743061
"cy106_CD45pos_S201","Mel106","cy106","Myeloid",-0.202527417262135
"cy105_CD45pos_calceinpos_S30","Mel105","cy105","NK",-0.257953584861901
"cy106_CD45pos_S244","Mel106","cy106","T_cell",-0.210575630688599
"cy105_CD45pos_calceinpos_S85","Mel105","cy105","T_cell",-0.169442475055668
"cy106_CD45neg_CD90neg_S295","Mel106","cy106","CAF",-0.158973295239993
"cy105_CD45pos_calceinpos_S55","Mel105","cy105","Endothelial",-0.194609930308289
"cy105_CD45pos_calceinpos_S83","Mel105","cy105","B_cell",-0.210820860074823
"cy105_CD45pos_calceinpos_S62","Mel105","cy105","Endothelial",-0.2647615007749
"cy106_CD45neg_CD90neg_S368","Mel106","cy106","CAF",-0.0910509365618927
"cy110_CD45neg_CD90neg_S12","Mel110","cy110","CAF",-0.276258211175881
"cy110_CD45neg_CD90neg_S60","Mel110","cy110","CAF",-0.271085301297752
"cy110_CD45neg_CD90neg_S56","Mel110","cy110","CAF",-0.261627411062102
"cy110_CD45neg_CD90neg_S86","Mel110","cy110","CAF",-0.225217739868628
"cy98_CD45pos_1_S202","Mel98","cy98","NK",-0.209815114327204
"cy112_CD45neg_CD90neg_S128","Mel112","cy112","CAF",0.405411419052977
"cy98_CD45pos_1_S200","Mel98","cy98","NK",-0.193956743050445
"cy98_CD45pos_2_S310","Mel98","cy98","Myeloid",-0.0629770937495831
"cy98_CD45pos_2_S318","Mel98","cy98","T_cell",-0.244322105743789
"cy98_CD45pos_1_S231","Mel98","cy98","B_cell",-0.171275943156503
"cy98_CD45pos_2_S319","Mel98","cy98","T_cell",-0.103514042867807
"cy112_CD45neg_CD90neg_S112","Mel112","cy112","CAF",0.417726588980383
"cy110_CD45neg_CD90neg_S11","Mel110","cy110","CAF",-0.250174505052272
"cy110_CD45neg_CD90neg_S29","Mel110","cy110","Endothelial",-0.228746391565184
"cy112_CD45neg_CD90neg_S137","Mel112","cy112","CAF",0.44411463201442
"cy98_CD45pos_2_S347","Mel98","cy98","B_cell",-0.184407982495844
"cy110_CD45neg_CD90neg_S45","Mel110","cy110","CAF",-0.210195965434549
"cy98_CD45pos_2_S326","Mel98","cy98","NK",-0.22657827038502
"cy98_CD45pos_2_S376","Mel98","cy98","T_cell",-0.273996400067533
"cy98_CD45pos_2_S304","Mel98","cy98","T_cell",-0.073305817779589
"cy98_CD45pos_2_S315","Mel98","cy98","Myeloid",-0.258173462766598
"cy98_CD45pos_2_S349","Mel98","cy98","T_cell",-0.0890879018769419
"cy98_CD45pos_2_S362","Mel98","cy98","B_cell",-0.150280784623122
"cy98_CD45pos_1_S233","Mel98","cy98","Myeloid",-0.130800452890165
"cy110_CD45neg_CD90neg_S72","Mel110","cy110","CAF",-0.264111985297015
"cy98_CD45pos_1_S197","Mel98","cy98","T_cell",-0.127279975777089
"cy98_CD45pos_1_S223","Mel98","cy98","Myeloid",-0.163791274559715
"cy98_CD45pos_1_S201","Mel98","cy98","B_cell",-0.161043657181105
"cy110_CD45neg_CD90neg_S8","Mel110","cy110","CAF",-0.23376774680189
"cy98_CD45pos_2_S369","Mel98","cy98","CAF",0.0103134832459263
"cy110_CD45neg_CD90neg_S35","Mel110","cy110","CAF",-0.227444982782316
"cy98_CD45pos_1_S240","Mel98","cy98","Myeloid",-0.0977032974710886
"cy110_CD45neg_CD90neg_S42","Mel110","cy110","CAF",-0.169338849576864
"cy98_CD45pos_2_S382","Mel98","cy98","T_cell",-0.203511487882845
"cy98_CD45pos_1_S237","Mel98","cy98","Endothelial",-0.163268663480726
"cy98_CD45pos_2_S295","Mel98","cy98","T_cell",-0.151360009266323
"cy98_CD45pos_1_S236","Mel98","cy98","B_cell",-0.116044694815849
"cy98_CD45pos_1_S208","Mel98","cy98","B_cell",-0.164044666351415
"cy112_CD45neg_CD90neg_S121","Mel112","cy112","Malignant",0.57141344487037
"cy112_CD45neg_CD90neg_S143","Mel112","cy112","Malignant",0.376078417156028
"cy110_CD45neg_CD90neg_S52","Mel110","cy110","CAF",-0.226347694210631
"cy98_CD45pos_2_S345","Mel98","cy98","T_cell",-0.207931296976508
"cy110_CD45neg_CD90neg_S61","Mel110","cy110","CAF",-0.262664782401915
"cy98_CD45pos_2_S375","Mel98","cy98","T_cell",-0.243415489196125
"cy98_CD45pos_2_S339","Mel98","cy98","Myeloid",-0.112254511890261
"cy112_CD45neg_CD90neg_S110","Mel112","cy112","CAF",0.546672022705411
"cy98_CD45pos_2_S312","Mel98","cy98","NK",-0.205627437828331
"cy98_CD45pos_2_S327","Mel98","cy98","NK",-0.293530248652343
"cy98_CD45pos_2_S308","Mel98","cy98","NK",-0.241577934715552
"cy98_CD45pos_2_S305","Mel98","cy98","T_cell",-0.170336448067893
"cy98_CD45pos_2_S378","Mel98","cy98","T_cell",-0.174217156022275
"cy98_CD45pos_2_S329","Mel98","cy98","T_cell",-0.212543850297394
"cy98_CD45pos_2_S332","Mel98","cy98","Myeloid",-0.167365143024651
"cy98_CD45pos_1_S198","Mel98","cy98","T_cell",-0.195132762957703
"cy110_CD45neg_CD90neg_S7","Mel110","cy110","CAF",-0.230241066955042
"cy98_CD45pos_2_S293","Mel98","cy98","NK",-0.101841255231674
"cy98_CD45pos_1_S212","Mel98","cy98","T_cell",-0.241522433372159
"cy110_CD45neg_CD90neg_S34","Mel110","cy110","CAF",-0.192400340543395
"cy112_CD45neg_CD90neg_S126","Mel112","cy112","CAF",0.446979767686855
"cy98_CD45pos_2_S309","Mel98","cy98","T_cell",-0.226811474974514
"cy110_CD45neg_CD90neg_S46","Mel110","cy110","CAF",-0.229733257347712
"cy110_CD45neg_CD90neg_S78","Mel110","cy110","Endothelial",-0.234003065328834
"cy98_CD45pos_2_S323","Mel98","cy98","CAF",-0.0589528243046128
"cy98_CD45pos_1_S216","Mel98","cy98","CAF",-0.147084489812371
"cy98_CD45pos_2_S313","Mel98","cy98","B_cell",-0.186481247869341
"cy98_CD45pos_1_S209","Mel98","cy98","Myeloid",-0.10023745846036
"cy98_CD45pos_2_S351","Mel98","cy98","Myeloid",-0.108962740233903
"cy98_CD45pos_2_S301","Mel98","cy98","T_cell",-0.158813444483601
"cy98_CD45pos_1_S219","Mel98","cy98","NK",-0.200572454454411
"cy110_CD45neg_CD90neg_S62","Mel110","cy110","Endothelial",-0.294099480267493
"cy98_CD45pos_2_S334","Mel98","cy98","T_cell",-0.282100439394236
"cy98_CD45pos_2_S303","Mel98","cy98","CAF",-0.257398674855093
"cy98_CD45pos_2_S352","Mel98","cy98","NK",-0.164671223536282
"cy98_CD45pos_2_S292","Mel98","cy98","Myeloid",-0.161456015120258
"cy98_CD45pos_2_S366","Mel98","cy98","T_cell",-0.190312433730603
"cy98_CD45pos_1_S204","Mel98","cy98","T_cell",-0.199992355401888
"cy112_CD45neg_CD90neg_S170","Mel112","cy112","CAF",0.390320865458175
"cy98_CD45pos_2_S290","Mel98","cy98","T_cell",-0.286422829993646
"cy98_CD45pos_1_S218","Mel98","cy98","Myeloid",0.00163569743363734
"cy98_CD45pos_2_S360","Mel98","cy98","CAF",-0.17312481993712
"cy98_CD45pos_1_S210","Mel98","cy98","T_cell",-0.221396312705553
"cy98_CD45pos_2_S344","Mel98","cy98","T_cell",0.0156563866103727
"cy98_CD45pos_2_S335","Mel98","cy98","NK",-0.184464200418143
"cy110_CD45neg_CD90neg_S74","Mel110","cy110","CAF",-0.242554312211005
"cy110_CD45neg_CD90neg_S26","Mel110","cy110","CAF",-0.2120673660764
"cy112_CD45neg_CD90neg_S171_18","Mel112","cy112","CAF",0.397882311055752
"cy98_CD45pos_2_S299","Mel98","cy98","NK",-0.319653349623456
"cy110_CD45neg_CD90neg_S17","Mel110","cy110","Endothelial",-0.149196614753224
"cy98_CD45pos_2_S297","Mel98","cy98","Myeloid",-0.0285544113288304
"cy98_CD45pos_1_S215","Mel98","cy98","T_cell",-0.246392327116874
"cy98_CD45pos_2_S314","Mel98","cy98","Endothelial",-0.324030968087524
"cy98_CD45pos_2_S380","Mel98","cy98","Myeloid",-0.229616587044712
"cy98_CD45pos_1_S195","Mel98","cy98","T_cell",-0.132864688281318
"cy98_CD45pos_2_S356","Mel98","cy98","NK",-0.182038815340848
"cy98_CD45pos_1_S213","Mel98","cy98","NK",-0.0908531484830203
"cy98_CD45pos_2_S307","Mel98","cy98","T_cell",-0.207402125092246
"cy98_CD45pos_2_S300","Mel98","cy98","B_cell",-0.13364650507569
"cy98_CD45pos_2_S336","Mel98","cy98","NK",-0.193131390861089
"cy98_CD45pos_2_S331","Mel98","cy98","Myeloid",-0.100069089281008
"cy98_CD45pos_1_S194","Mel98","cy98","T_cell",-0.236009157199381
"cy110_CD45neg_CD90neg_S92","Mel110","cy110","CAF",-0.245347907292328
"cy98_CD45pos_2_S365","Mel98","cy98","T_cell",-0.161221074720857
"cy98_CD45pos_2_S296","Mel98","cy98","T_cell",-0.2795782490202
"cy110_CD45neg_CD90neg_S80","Mel110","cy110","CAF",-0.155177936427271
"cy110_CD45neg_CD90neg_S69","Mel110","cy110","CAF",-0.273928321920231
"cy110_CD45neg_CD90neg_S79","Mel110","cy110","CAF",-0.220373958512715
"cy98_CD45pos_2_S338","Mel98","cy98","NK",-0.238032950973863
"cy98_CD45pos_1_S235","Mel98","cy98","T_cell",-0.238985391100198
"cy110_CD45neg_CD90neg_S64","Mel110","cy110","CAF",-0.201928292462861
"cy98_CD45pos_1_S220","Mel98","cy98","Myeloid",-0.0638975085174807
"cy98_CD45pos_2_S321","Mel98","cy98","Myeloid",-0.0710382104689271
"cy98_CD45pos_1_S222","Mel98","cy98","T_cell",-0.231778232226607
"cy98_CD45pos_2_S317","Mel98","cy98","NK",-0.174269585714741
"cy112_CD45neg_CD90neg_S103","Mel112","cy112","Malignant",0.194875702336357
"cy98_CD45pos_2_S346","Mel98","cy98","T_cell",-0.171790283537539
"cy98_CD45pos_2_S367","Mel98","cy98","NK",-0.27861322311773
"cy112_CD45neg_CD90neg_S97","Mel112","cy112","Malignant",0.376504445841483
"cy110_CD45neg_CD90neg_S43","Mel110","cy110","CAF",-0.255543446334535
"cy98_CD45pos_2_S350","Mel98","cy98","Myeloid",-0.117426756089217
"cy98_CD45pos_2_S373","Mel98","cy98","NK",-0.135068418525602
"cy98_CD45pos_1_S211","Mel98","cy98","T_cell",-0.322826691682468
"cy98_CD45pos_2_S363","Mel98","cy98","T_cell",-0.137153320674785
"cy98_CD45pos_1_S214","Mel98","cy98","T_cell",-0.209459065074359
"cy110_CD45neg_CD90neg_S50","Mel110","cy110","CAF",-0.269463937063911
"cy98_CD45pos_1_S239","Mel98","cy98","NK",-0.171710014727178
